A,B,Addition,Subtraction,Multiplication,Division,Sin(Addition),Cos(Addition),Sqrt(Addition),2^Addition,Log(Addition),ODD_OR_EVEN(CEIL(A+B))
-5.44,-1.77,-7.21,-3.67,9.63,3.07,-0.80,0.60,-1.00,0.01,-1.00,Odd
-6.34,-1.6,-7.94,-4.74,10.14,3.96,-1.00,-0.09,-1.00,0.00,-1.00,Odd
7.73,-5.07,2.66,12.80,-39.19,-1.52,0.46,-0.89,1.63,6.32,0.42,Odd
-1.15,4.78,3.63,-5.93,-5.50,-0.24,-0.47,-0.88,1.91,12.38,0.56,Even
9.38,-5.51,3.87,14.89,-51.68,-1.70,-0.67,-0.75,1.97,14.62,0.59,Even
2.36,-7.01,-4.65,9.37,-16.54,-0.34,1.00,-0.06,-1.00,0.04,-1.00,Even
3.21,-4.74,-1.53,7.95,-15.22,-0.68,-1.00,0.04,-1.00,0.35,-1.00,Odd
-9.58,-8.53,-18.11,-1.05,81.72,1.12,0.67,0.74,-1.00,0.00,-1.00,Even
-5.81,-2.78,-8.59,-3.03,16.15,2.09,-0.74,-0.67,-1.00,0.00,-1.00,Even
-2.5,-1.3,-3.80,-1.20,3.25,1.92,0.61,-0.79,-1.00,0.07,-1.00,Odd
4.38,-9.11,-4.73,13.49,-39.90,-0.48,1.00,0.02,-1.00,0.04,-1.00,Even
8.06,9.58,17.64,-1.52,77.21,0.84,-0.94,0.35,4.20,204253.32,1.25,Even
-2.32,-2.23,-4.55,-0.09,5.17,1.04,0.99,-0.16,-1.00,0.04,-1.00,Even
-4.09,6.13,2.04,-10.22,-25.07,-0.67,0.89,-0.45,1.43,4.11,0.31,Odd
-3.73,-7.54,-11.27,3.81,28.12,0.49,0.96,0.27,-1.00,0.00,-1.00,Odd
-5.17,4.72,-0.45,-9.89,-24.40,-1.10,-0.43,0.90,-1.00,0.73,-1.00,Even
4.35,-7.45,-3.10,11.80,-32.41,-0.58,-0.04,-1.00,-1.00,0.12,-1.00,Odd
-2.11,0.65,-1.46,-2.76,-1.37,-3.25,-0.99,0.11,-1.00,0.36,-1.00,Odd
1.56,2.16,3.72,-0.60,3.37,0.72,-0.55,-0.84,1.93,13.18,0.57,Even
-8.61,-3.24,-11.85,-5.37,27.90,2.66,0.66,0.75,-1.00,0.00,-1.00,Odd
5.66,2.09,7.75,3.57,11.83,2.71,0.99,0.10,2.78,215.27,0.89,Even
9.46,6.72,16.18,2.74,63.57,1.41,-0.45,-0.89,4.02,74244.68,1.21,Odd
4.65,-0.81,3.84,5.46,-3.77,-5.74,-0.64,-0.77,1.96,14.32,0.58,Even
7.32,-0.55,6.77,7.87,-4.03,-13.31,0.47,0.88,2.60,109.14,0.83,Odd
-3.24,8.28,5.04,-11.52,-26.83,-0.39,-0.95,0.32,2.24,32.90,0.70,Even
-8.07,-6.52,-14.59,-1.55,52.62,1.24,-0.90,-0.44,-1.00,0.00,-1.00,Even
9.64,-9.81,-0.17,19.45,-94.57,-0.98,-0.17,0.99,-1.00,0.89,-1.00,Even
-0.35,2.42,2.07,-2.77,-0.85,-0.14,0.88,-0.48,1.44,4.20,0.32,Odd
-8.02,4.73,-3.29,-12.75,-37.93,-1.70,0.15,-0.99,-1.00,0.10,-1.00,Odd
-9.34,6.12,-3.22,-15.46,-57.16,-1.53,0.08,-1.00,-1.00,0.11,-1.00,Odd
9.05,-2.69,6.36,11.74,-24.34,-3.36,0.08,1.00,2.52,82.14,0.80,Odd
-9.92,7.36,-2.56,-17.28,-73.01,-1.35,-0.55,-0.84,-1.00,0.17,-1.00,Even
3.42,9.8,13.22,-6.38,33.52,0.35,0.61,0.79,3.64,9541.50,1.12,Even
-2.4,-3.37,-5.77,0.97,8.09,0.71,0.49,0.87,-1.00,0.02,-1.00,Odd
-2.13,2.36,0.23,-4.49,-5.03,-0.90,0.23,0.97,0.48,1.17,-0.64,Odd
2.56,-2.04,0.52,4.60,-5.22,-1.25,0.50,0.87,0.72,1.43,-0.28,Odd
-2.23,-8.92,-11.15,6.69,19.89,0.25,0.99,0.15,-1.00,0.00,-1.00,Odd
4.01,2.71,6.72,1.30,10.87,1.48,0.42,0.91,2.59,105.42,0.83,Odd
-4.61,-0.56,-5.17,-4.05,2.58,8.23,0.90,0.44,-1.00,0.03,-1.00,Odd
-0.35,3.96,3.61,-4.31,-1.39,-0.09,-0.45,-0.89,1.90,12.21,0.56,Even
1.41,-7.27,-5.86,8.68,-10.25,-0.19,0.41,0.91,-1.00,0.02,-1.00,Odd
4.95,-1.35,3.60,6.30,-6.68,-3.67,-0.44,-0.90,1.90,12.13,0.56,Even
-0.99,-9.04,-10.03,8.05,8.95,0.11,0.57,-0.82,-1.00,0.00,-1.00,Even
-1.09,7.94,6.85,-9.03,-8.65,-0.14,0.54,0.84,2.62,115.36,0.84,Odd
-0.89,8.86,7.97,-9.75,-7.89,-0.10,0.99,-0.12,2.82,250.73,0.90,Even
9.8,0.39,10.19,9.41,3.82,25.13,-0.69,-0.72,3.19,1168.14,1.01,Odd
8.69,-6.35,2.34,15.04,-55.18,-1.37,0.72,-0.70,1.53,5.06,0.37,Odd
6.3,-2.06,4.24,8.36,-12.98,-3.06,-0.89,-0.46,2.06,18.90,0.63,Odd
4.88,3.77,8.65,1.11,18.40,1.29,0.70,-0.71,2.94,401.71,0.94,Odd
-8.93,7.52,-1.41,-16.45,-67.15,-1.19,-0.99,0.16,-1.00,0.38,-1.00,Odd
0.77,-4.98,-4.21,5.75,-3.83,-0.15,0.88,-0.48,-1.00,0.05,-1.00,Even
-4.42,-7.08,-11.50,2.66,31.29,0.62,0.88,0.48,-1.00,0.00,-1.00,Odd
0.72,1.72,2.44,-1.00,1.24,0.42,0.65,-0.76,1.56,5.43,0.39,Odd
5.82,-6.01,-0.19,11.83,-34.98,-0.97,-0.19,0.98,-1.00,0.88,-1.00,Even
-3.26,4.55,1.29,-7.81,-14.83,-0.72,0.96,0.28,1.14,2.45,0.11,Even
7.7,3.2,10.90,4.50,24.64,2.41,-1.00,-0.10,3.30,1910.85,1.04,Odd
1.83,2.85,4.68,-1.02,5.22,0.64,-1.00,-0.03,2.16,25.63,0.67,Odd
-3.55,-0.19,-3.74,-3.36,0.67,18.68,0.56,-0.83,-1.00,0.07,-1.00,Odd
-1.59,5.58,3.99,-7.17,-8.87,-0.28,-0.75,-0.66,2.00,15.89,0.60,Even
-4,-4.47,-8.47,0.47,17.88,0.89,-0.82,-0.58,-1.00,0.00,-1.00,Even
3.17,-1.52,1.65,4.69,-4.82,-2.09,1.00,-0.08,1.28,3.14,0.22,Even
-9.67,1.71,-7.96,-11.38,-16.54,-5.65,-0.99,-0.11,-1.00,0.00,-1.00,Odd
0.56,9.56,10.12,-9.00,5.35,0.06,-0.64,-0.77,3.18,1112.82,1.01,Odd
-4.83,-6.34,-11.17,1.51,30.62,0.76,0.98,0.17,-1.00,0.00,-1.00,Odd
4.76,2.74,7.50,2.02,13.04,1.74,0.94,0.35,2.74,181.02,0.88,Even
8.93,-0.79,8.14,9.72,-7.05,-11.30,0.96,-0.28,2.85,282.09,0.91,Odd
7.34,3.28,10.62,4.06,24.08,2.24,-0.93,-0.37,3.26,1573.76,1.03,Odd
-7.46,6.11,-1.35,-13.57,-45.58,-1.22,-0.98,0.22,-1.00,0.39,-1.00,Odd
8.99,-9.74,-0.75,18.73,-87.56,-0.92,-0.68,0.73,-1.00,0.59,-1.00,Even
-4.4,7.27,2.87,-11.67,-31.99,-0.61,0.27,-0.96,1.69,7.31,0.46,Odd
7.67,-8.81,-1.14,16.48,-67.57,-0.87,-0.91,0.42,-1.00,0.45,-1.00,Odd
-4.17,-1.53,-5.70,-2.64,6.38,2.73,0.55,0.83,-1.00,0.02,-1.00,Odd
5.42,8.48,13.90,-3.06,45.96,0.64,0.97,0.23,3.73,15286.81,1.14,Even
-7.66,4.21,-3.45,-11.87,-32.25,-1.82,0.30,-0.95,-1.00,0.09,-1.00,Odd
8.6,5.76,14.36,2.84,49.54,1.49,0.98,-0.22,3.79,21027.65,1.16,Odd
-3.19,-6.56,-9.75,3.37,20.93,0.49,0.32,-0.95,-1.00,0.00,-1.00,Odd
-4.74,-9.34,-14.08,4.60,44.27,0.51,-1.00,0.06,-1.00,0.00,-1.00,Even
-0.2,-9.7,-9.90,9.50,1.94,0.02,0.46,-0.89,-1.00,0.00,-1.00,Odd
-1.58,0.05,-1.53,-1.63,-0.08,-31.60,-1.00,0.04,-1.00,0.35,-1.00,Odd
-0.85,8.69,7.84,-9.54,-7.39,-0.10,1.00,0.01,2.80,229.13,0.89,Even
2.82,-9.83,-7.01,12.65,-27.72,-0.29,-0.66,0.75,-1.00,0.01,-1.00,Odd
-2.94,-8.86,-11.80,5.92,26.05,0.33,0.69,0.72,-1.00,0.00,-1.00,Odd
-8.44,3.6,-4.84,-12.04,-30.38,-2.34,0.99,0.13,-1.00,0.03,-1.00,Even
-7.02,3.87,-3.15,-10.89,-27.17,-1.81,0.01,-1.00,-1.00,0.11,-1.00,Odd
5.74,-0.1,5.64,5.84,-0.57,-57.40,-0.60,0.80,2.37,49.87,0.75,Even
-5.96,4.4,-1.56,-10.36,-26.22,-1.35,-1.00,0.01,-1.00,0.34,-1.00,Odd
5.87,9.56,15.43,-3.69,56.12,0.61,0.27,-0.96,3.93,44146.15,1.19,Even
6.4,-3.72,2.68,10.12,-23.81,-1.72,0.45,-0.90,1.64,6.41,0.43,Odd
5.27,2.93,8.20,2.34,15.44,1.80,0.94,-0.34,2.86,294.07,0.91,Odd
-9.22,-0.41,-9.63,-8.81,3.78,22.49,0.20,-0.98,-1.00,0.00,-1.00,Odd
2.75,3.36,6.11,-0.61,9.24,0.82,-0.17,0.99,2.47,69.07,0.79,Odd
3.6,2.66,6.26,0.94,9.58,1.35,-0.02,1.00,2.50,76.64,0.80,Odd
2.57,-7.11,-4.54,9.68,-18.27,-0.36,0.99,-0.17,-1.00,0.04,-1.00,Even
-6.29,-4.03,-10.32,-2.26,25.35,1.56,0.78,-0.63,-1.00,0.00,-1.00,Even
2.81,4.56,7.37,-1.75,12.81,0.62,0.89,0.47,2.71,165.42,0.87,Even
-6.36,8.48,2.12,-14.84,-53.93,-0.75,0.85,-0.52,1.46,4.35,0.33,Odd
-1.22,-4.98,-6.20,3.76,6.08,0.24,0.08,1.00,-1.00,0.01,-1.00,Even
7.5,-2.28,5.22,9.78,-17.10,-3.29,-0.87,0.49,2.28,37.27,0.72,Even
-9.33,-4.82,-14.15,-4.51,44.97,1.94,-1.00,-0.01,-1.00,0.00,-1.00,Even
0.89,-8.43,-7.54,9.32,-7.50,-0.11,-0.95,0.31,-1.00,0.01,-1.00,Odd
6.02,-4.95,1.07,10.97,-29.80,-1.22,0.88,0.48,1.03,2.10,0.03,Even
-1.01,9.27,8.26,-10.28,-9.36,-0.11,0.92,-0.39,2.87,306.55,0.92,Odd
9.81,-8.49,1.32,18.30,-83.29,-1.16,0.97,0.25,1.15,2.50,0.12,Even
8.79,-8.6,0.19,17.39,-75.59,-1.02,0.19,0.98,0.44,1.14,-0.72,Odd
-8.4,9.23,0.83,-17.63,-77.53,-0.91,0.74,0.67,0.91,1.78,-0.08,Odd
6.01,-4.15,1.86,10.16,-24.94,-1.45,0.96,-0.29,1.36,3.63,0.27,Even
-5.66,-7.34,-13.00,1.68,41.54,0.77,-0.42,0.91,-1.00,0.00,-1.00,Odd
-7.06,-7.48,-14.54,0.42,52.81,0.94,-0.92,-0.39,-1.00,0.00,-1.00,Even
-2.96,4.17,1.21,-7.13,-12.34,-0.71,0.94,0.35,1.10,2.31,0.08,Even
-3.01,2.37,-0.64,-5.38,-7.13,-1.27,-0.60,0.80,-1.00,0.64,-1.00,Even
-5.38,-3.23,-8.61,-2.15,17.38,1.67,-0.73,-0.69,-1.00,0.00,-1.00,Even
-6,-9.22,-15.22,3.22,55.32,0.65,-0.47,-0.88,-1.00,0.00,-1.00,Odd
-7.01,6.79,-0.22,-13.80,-47.60,-1.03,-0.22,0.98,-1.00,0.86,-1.00,Even
7.18,7.78,14.96,-0.60,55.86,0.92,0.68,-0.73,3.87,31871.96,1.17,Odd
-0.39,6.5,6.11,-6.89,-2.54,-0.06,-0.17,0.99,2.47,69.07,0.79,Odd
7.65,-9.88,-2.23,17.53,-75.58,-0.77,-0.79,-0.61,-1.00,0.21,-1.00,Even
3.54,-8.71,-5.17,12.25,-30.83,-0.41,0.90,0.44,-1.00,0.03,-1.00,Odd
-3.84,-4.66,-8.50,0.82,17.89,0.82,-0.80,-0.60,-1.00,0.00,-1.00,Even
1.42,-0.54,0.88,1.96,-0.77,-2.63,0.77,0.64,0.94,1.84,-0.06,Odd
-1.13,9.41,8.28,-10.54,-10.63,-0.12,0.91,-0.41,2.88,310.83,0.92,Odd
-6.85,-6.87,-13.72,0.02,47.06,1.00,-0.91,0.41,-1.00,0.00,-1.00,Odd
7.63,-4.16,3.47,11.79,-31.74,-1.83,-0.32,-0.95,1.86,11.08,0.54,Even
-8.78,-6.9,-15.68,-1.88,60.58,1.27,-0.03,-1.00,-1.00,0.00,-1.00,Odd
5.57,5,10.57,0.57,27.85,1.11,-0.91,-0.41,3.25,1520.15,1.02,Odd
3.63,0.16,3.79,3.47,0.58,22.69,-0.60,-0.80,1.95,13.83,0.58,Even
9.77,9.19,18.96,0.58,89.79,1.06,0.11,0.99,4.35,509951.32,1.28,Odd
-4.89,3.41,-1.48,-8.30,-16.67,-1.43,-1.00,0.09,-1.00,0.36,-1.00,Odd
-5.41,9.98,4.57,-15.39,-53.99,-0.54,-0.99,-0.14,2.14,23.75,0.66,Odd
3.64,-1.44,2.20,5.08,-5.24,-2.53,0.81,-0.59,1.48,4.59,0.34,Odd
-6.23,-5.18,-11.41,-1.05,32.27,1.20,0.92,0.40,-1.00,0.00,-1.00,Odd
-2.42,1.88,-0.54,-4.30,-4.55,-1.29,-0.51,0.86,-1.00,0.69,-1.00,Even
-0.58,0.1,-0.48,-0.68,-0.06,-5.80,-0.46,0.89,-1.00,0.72,-1.00,Even
-1.35,-9.84,-11.19,8.49,13.28,0.14,0.98,0.19,-1.00,0.00,-1.00,Odd
5.76,-0.22,5.54,5.98,-1.27,-26.18,-0.68,0.74,2.35,46.53,0.74,Even
-2.15,4.27,2.12,-6.42,-9.18,-0.50,0.85,-0.52,1.46,4.35,0.33,Odd
-7.23,3.86,-3.37,-11.09,-27.91,-1.87,0.23,-0.97,-1.00,0.10,-1.00,Odd
4.5,9.28,13.78,-4.78,41.76,0.48,0.94,0.35,3.71,14066.74,1.14,Even
-3.45,-1.42,-4.87,-2.03,4.90,2.43,0.99,0.16,-1.00,0.03,-1.00,Even
-6.13,3.98,-2.15,-10.11,-24.40,-1.54,-0.84,-0.55,-1.00,0.23,-1.00,Even
0.71,-5.81,-5.10,6.52,-4.13,-0.12,0.93,0.38,-1.00,0.03,-1.00,Odd
-4.05,-7.8,-11.85,3.75,31.59,0.52,0.66,0.75,-1.00,0.00,-1.00,Odd
-3.22,-6.73,-9.95,3.51,21.67,0.48,0.50,-0.87,-1.00,0.00,-1.00,Odd
-4.85,-1.73,-6.58,-3.12,8.39,2.80,-0.29,0.96,-1.00,0.01,-1.00,Even
-4.06,7.37,3.31,-11.43,-29.92,-0.55,-0.17,-0.99,1.82,9.92,0.52,Even
-6.46,-9.54,-16.00,3.08,61.63,0.68,0.29,-0.96,-1.00,0.00,-1.00,Even
-1.67,3.29,1.62,-4.96,-5.49,-0.51,1.00,-0.05,1.27,3.07,0.21,Even
6.48,6,12.48,0.48,38.88,1.08,-0.09,1.00,3.53,5712.87,1.10,Odd
-2.17,-6.79,-8.96,4.62,14.73,0.32,-0.45,-0.89,-1.00,0.00,-1.00,Even
4.33,-9.49,-5.16,13.82,-41.09,-0.46,0.90,0.43,-1.00,0.03,-1.00,Odd
-8.65,-3.37,-12.02,-5.28,29.15,2.57,0.52,0.85,-1.00,0.00,-1.00,Even
-3.39,6.63,3.24,-10.02,-22.48,-0.51,-0.10,-1.00,1.80,9.45,0.51,Even
-7.71,-8,-15.71,0.29,61.68,0.96,0.00,-1.00,-1.00,0.00,-1.00,Odd
-6.35,-0.65,-7.00,-5.70,4.13,9.77,-0.66,0.75,-1.00,0.01,-1.00,Odd
-1.8,8.27,6.47,-10.07,-14.89,-0.22,0.19,0.98,2.54,88.65,0.81,Odd
2.01,5.53,7.54,-3.52,11.12,0.36,0.95,0.31,2.75,186.11,0.88,Even
-5.24,-0.11,-5.35,-5.13,0.58,47.64,0.80,0.60,-1.00,0.02,-1.00,Odd
5.82,9.97,15.79,-4.15,58.03,0.58,-0.08,-1.00,3.97,56658.31,1.20,Even
5.45,5.09,10.54,0.36,27.74,1.07,-0.90,-0.44,3.25,1488.87,1.02,Odd
-1.76,6.95,5.19,-8.71,-12.23,-0.25,-0.89,0.46,2.28,36.50,0.72,Even
9.06,6.59,15.65,2.47,59.71,1.37,0.06,-1.00,3.96,51418.50,1.19,Even
3.53,-1.27,2.26,4.80,-4.48,-2.78,0.77,-0.64,1.50,4.79,0.35,Odd
0.53,-3.67,-3.14,4.20,-1.95,-0.14,0.00,-1.00,-1.00,0.11,-1.00,Odd
-5.94,-0.05,-5.99,-5.89,0.30,118.80,0.29,0.96,-1.00,0.02,-1.00,Odd
1.31,-2.31,-1.00,3.62,-3.03,-0.57,-0.84,0.54,-1.00,0.50,-1.00,Odd
-3.04,0.15,-2.89,-3.19,-0.46,-20.27,-0.25,-0.97,-1.00,0.13,-1.00,Even
-0.66,1.61,0.95,-2.27,-1.06,-0.41,0.81,0.58,0.97,1.93,-0.02,Odd
-5.4,-9.63,-15.03,4.23,52.00,0.56,-0.63,-0.78,-1.00,0.00,-1.00,Odd
-9.72,0.94,-8.78,-10.66,-9.14,-10.34,-0.60,-0.80,-1.00,0.00,-1.00,Even
-8.55,0.23,-8.32,-8.78,-1.97,-37.17,-0.89,-0.45,-1.00,0.00,-1.00,Even
-9.88,8.52,-1.36,-18.40,-84.18,-1.16,-0.98,0.21,-1.00,0.39,-1.00,Odd
9.18,0.4,9.58,8.78,3.67,22.95,-0.15,-0.99,3.10,765.36,0.98,Even
2.57,-5.64,-3.07,8.21,-14.49,-0.46,-0.07,-1.00,-1.00,0.12,-1.00,Odd
1.92,-3.14,-1.22,5.06,-6.03,-0.61,-0.94,0.34,-1.00,0.43,-1.00,Odd
9.59,0.27,9.86,9.32,2.59,35.52,-0.42,-0.91,3.14,929.30,0.99,Even
-4.97,4.52,-0.45,-9.49,-22.46,-1.10,-0.43,0.90,-1.00,0.73,-1.00,Even
7.15,3.94,11.09,3.21,28.17,1.81,-1.00,0.09,3.33,2179.83,1.04,Even
-7.81,3.2,-4.61,-11.01,-24.99,-2.44,0.99,-0.10,-1.00,0.04,-1.00,Even
-4.25,7.18,2.93,-11.43,-30.52,-0.59,0.21,-0.98,1.71,7.62,0.47,Odd
-0.44,-9.16,-9.60,8.72,4.03,0.05,0.17,-0.98,-1.00,0.00,-1.00,Odd
-8.72,0.83,-7.89,-9.55,-7.24,-10.51,-1.00,-0.04,-1.00,0.00,-1.00,Odd
3.01,-2.45,0.56,5.46,-7.37,-1.23,0.53,0.85,0.75,1.47,-0.25,Odd
-6.89,-2.29,-9.18,-4.60,15.78,3.01,-0.24,-0.97,-1.00,0.00,-1.00,Odd
9.26,-0.62,8.64,9.88,-5.74,-14.94,0.71,-0.71,2.94,398.93,0.94,Odd
3.33,7.2,10.53,-3.87,23.98,0.46,-0.89,-0.45,3.24,1478.58,1.02,Odd
1.84,9.76,11.60,-7.92,17.96,0.19,-0.82,0.57,3.41,3104.19,1.06,Even
-5.31,-8.94,-14.25,3.63,47.47,0.59,-0.99,-0.11,-1.00,0.00,-1.00,Even
0.18,8.62,8.80,-8.44,1.55,0.02,0.58,-0.81,2.97,445.72,0.94,Odd
2.37,7.27,9.64,-4.90,17.23,0.33,-0.21,-0.98,3.10,797.86,0.98,Even
-7.95,-7.98,-15.93,0.03,63.44,1.00,0.22,-0.98,-1.00,0.00,-1.00,Odd
-9.75,-2.98,-12.73,-6.77,29.06,3.27,-0.16,0.99,-1.00,0.00,-1.00,Even
-7.31,5.67,-1.64,-12.98,-41.45,-1.29,-1.00,-0.07,-1.00,0.32,-1.00,Odd
-8.27,-3.44,-11.71,-4.83,28.45,2.40,0.76,0.66,-1.00,0.00,-1.00,Odd
-1.29,-4.08,-5.37,2.79,5.26,0.32,0.79,0.61,-1.00,0.02,-1.00,Odd
-9.48,7.32,-2.16,-16.80,-69.39,-1.30,-0.83,-0.56,-1.00,0.22,-1.00,Even
-6.17,-1.62,-7.79,-4.55,10.00,3.81,-1.00,0.06,-1.00,0.00,-1.00,Odd
-9.89,-0.72,-10.61,-9.17,7.12,13.74,0.93,-0.38,-1.00,0.00,-1.00,Even
-5.01,-9.17,-14.18,4.16,45.94,0.55,-1.00,-0.04,-1.00,0.00,-1.00,Even
-4.28,-7.15,-11.43,2.87,30.60,0.60,0.91,0.42,-1.00,0.00,-1.00,Odd
3.4,8.11,11.51,-4.71,27.57,0.42,-0.87,0.49,3.39,2916.45,1.06,Even
-9.38,4.24,-5.14,-13.62,-39.77,-2.21,0.91,0.41,-1.00,0.03,-1.00,Odd
4.41,2.85,7.26,1.56,12.57,1.55,0.83,0.56,2.69,153.28,0.86,Even
0.39,1.12,1.51,-0.73,0.44,0.35,1.00,0.06,1.23,2.85,0.18,Even
4.73,-0.8,3.93,5.53,-3.78,-5.91,-0.71,-0.70,1.98,15.24,0.59,Even
9.39,-8.74,0.65,18.13,-82.07,-1.07,0.61,0.80,0.81,1.57,-0.19,Odd
-7.91,3.74,-4.17,-11.65,-29.58,-2.11,0.86,-0.52,-1.00,0.06,-1.00,Even
-5.59,5.47,-0.12,-11.06,-30.58,-1.02,-0.12,0.99,-1.00,0.92,-1.00,Even
-3.42,-1.59,-5.01,-1.83,5.44,2.15,0.96,0.29,-1.00,0.03,-1.00,Odd
4.49,2.1,6.59,2.39,9.43,2.14,0.30,0.95,2.57,96.34,0.82,Odd
-6.68,4.98,-1.70,-11.66,-33.27,-1.34,-0.99,-0.13,-1.00,0.31,-1.00,Odd
6.08,-4.87,1.21,10.95,-29.61,-1.25,0.94,0.35,1.10,2.31,0.08,Even
-0.45,8.54,8.09,-8.99,-3.84,-0.05,0.97,-0.23,2.84,272.48,0.91,Odd
6.87,-3.03,3.84,9.90,-20.82,-2.27,-0.64,-0.77,1.96,14.32,0.58,Even
-1.79,8.04,6.25,-9.83,-14.39,-0.22,-0.03,1.00,2.50,76.11,0.80,Odd
3.61,-6.55,-2.94,10.16,-23.65,-0.55,-0.20,-0.98,-1.00,0.13,-1.00,Even
7.83,9.29,17.12,-1.46,72.74,0.84,-0.99,-0.16,4.14,142440.51,1.23,Even
0.8,-6.18,-5.38,6.98,-4.94,-0.13,0.79,0.62,-1.00,0.02,-1.00,Odd
3.93,-4.37,-0.44,8.30,-17.17,-0.90,-0.43,0.90,-1.00,0.74,-1.00,Even
2.06,6.09,8.15,-4.03,12.55,0.34,0.96,-0.29,2.85,284.05,0.91,Odd
-9.09,-1.04,-10.13,-8.05,9.45,8.74,0.65,-0.76,-1.00,0.00,-1.00,Even
-5.04,0.58,-4.46,-5.62,-2.92,-8.69,0.97,-0.25,-1.00,0.05,-1.00,Even
-8.74,-2.88,-11.62,-5.86,25.17,3.03,0.81,0.58,-1.00,0.00,-1.00,Odd
-5.41,-8.21,-13.62,2.80,44.42,0.66,-0.87,0.49,-1.00,0.00,-1.00,Odd
-5.37,-5.58,-10.95,0.21,29.96,0.96,1.00,-0.05,-1.00,0.00,-1.00,Even
-4.87,-6.08,-10.95,1.21,29.61,0.80,1.00,-0.05,-1.00,0.00,-1.00,Even
-1,3.17,2.17,-4.17,-3.17,-0.32,0.83,-0.56,1.47,4.50,0.34,Odd
-2.77,-7.81,-10.58,5.04,21.63,0.35,0.91,-0.40,-1.00,0.00,-1.00,Even
-0.83,5.03,4.20,-5.86,-4.17,-0.17,-0.87,-0.49,2.05,18.38,0.62,Odd
8.34,0.31,8.65,8.03,2.59,26.90,0.70,-0.71,2.94,401.71,0.94,Odd
-3.24,7.57,4.33,-10.81,-24.53,-0.43,-0.93,-0.37,2.08,20.11,0.64,Odd
6.78,-9.25,-2.47,16.03,-62.72,-0.73,-0.62,-0.78,-1.00,0.18,-1.00,Even
-0.05,9.53,9.48,-9.58,-0.48,-0.01,-0.06,-1.00,3.08,714.11,0.98,Even
9.06,-8.81,0.25,17.87,-79.82,-1.03,0.25,0.97,0.50,1.19,-0.60,Odd
5.9,-4.45,1.45,10.35,-26.26,-1.33,0.99,0.12,1.20,2.73,0.16,Even
-9.92,-3.8,-13.72,-6.12,37.70,2.61,-0.91,0.41,-1.00,0.00,-1.00,Odd
-7.62,0.84,-6.78,-8.46,-6.40,-9.07,-0.48,0.88,-1.00,0.01,-1.00,Even
-2.45,-2.91,-5.36,0.46,7.13,0.84,0.80,0.60,-1.00,0.02,-1.00,Odd
9.3,2.53,11.83,6.77,23.53,3.68,-0.67,0.74,3.44,3640.70,1.07,Even
-3.54,-7.66,-11.20,4.12,27.12,0.46,0.98,0.20,-1.00,0.00,-1.00,Odd
6.58,-1.78,4.80,8.36,-11.71,-3.70,-1.00,0.09,2.19,27.86,0.68,Odd
0.69,3.97,4.66,-3.28,2.74,0.17,-1.00,-0.05,2.16,25.28,0.67,Odd
0.27,7.26,7.53,-6.99,1.96,0.04,0.95,0.32,2.74,184.82,0.88,Even
-4.36,0.85,-3.51,-5.21,-3.71,-5.13,0.36,-0.93,-1.00,0.09,-1.00,Odd
-1.86,2.04,0.18,-3.90,-3.79,-0.91,0.18,0.98,0.42,1.13,-0.74,Odd
-3.36,5.39,2.03,-8.75,-18.11,-0.62,0.90,-0.44,1.42,4.08,0.31,Odd
-0.98,2.35,1.37,-3.33,-2.30,-0.42,0.98,0.20,1.17,2.58,0.14,Even
-7.64,-4.21,-11.85,-3.43,32.16,1.81,0.66,0.75,-1.00,0.00,-1.00,Odd
-8.59,9.19,0.60,-17.78,-78.94,-0.93,0.56,0.83,0.77,1.52,-0.22,Odd
8.22,4.97,13.19,3.25,40.85,1.65,0.58,0.81,3.63,9345.14,1.12,Even
-6.47,-0.26,-6.73,-6.21,1.68,24.88,-0.43,0.90,-1.00,0.01,-1.00,Even
2.71,0.18,2.89,2.53,0.49,15.06,0.25,-0.97,1.70,7.41,0.46,Odd
8.23,2.41,10.64,5.82,19.83,3.41,-0.94,-0.35,3.26,1595.73,1.03,Odd
6.52,2.97,9.49,3.55,19.36,2.20,-0.07,-1.00,3.08,719.08,0.98,Even
1.12,-4.7,-3.58,5.82,-5.26,-0.24,0.42,-0.91,-1.00,0.08,-1.00,Odd
-6.18,-1.13,-7.31,-5.05,6.98,5.47,-0.86,0.52,-1.00,0.01,-1.00,Odd
5.87,7.13,13.00,-1.26,41.85,0.82,0.42,0.91,3.61,8192.00,1.11,Odd
9.2,-0.76,8.44,9.96,-6.99,-12.11,0.83,-0.55,2.91,347.29,0.93,Odd
4.07,-7.6,-3.53,11.67,-30.93,-0.54,0.38,-0.93,-1.00,0.09,-1.00,Odd
9.88,-2.95,6.93,12.83,-29.15,-3.35,0.60,0.80,2.63,121.94,0.84,Odd
-2.23,2.07,-0.16,-4.30,-4.62,-1.08,-0.16,0.99,-1.00,0.90,-1.00,Even
2.86,-4.5,-1.64,7.36,-12.87,-0.64,-1.00,-0.07,-1.00,0.32,-1.00,Odd
-0.52,6.47,5.95,-6.99,-3.36,-0.08,-0.33,0.95,2.44,61.82,0.77,Even
-4.34,-0.62,-4.96,-3.72,2.69,7.00,0.97,0.25,-1.00,0.03,-1.00,Even
4.45,-0.61,3.84,5.06,-2.71,-7.30,-0.64,-0.77,1.96,14.32,0.58,Even
